date,headline,sentiment,positive,negative,neutral
2024-02-09,"The S&P 500 Is Blazing But China Stocks Need Some Dragon Year Fire, and 5 Other Things to Know Before Markets Open",negative,0.0,0.5789,0.4211
2024-02-09,S&P 500 Hits Intraday Record of 5000 --- A drumbeat of earnings reports drives moves in individual stocks,neutral,0.0006,0.0001,0.9993
2024-02-09,"The S&P 500 just cracked 5,000 points - but don't count on its stellar returns continuing",negative,0.0545,0.9128,0.0327
2024-02-10,The Bull Market Rolls On as the S&P 500 Breaks Through 5000. Play Ball!,neutral,0.0001,0.0,0.9999
2024-02-10,WORLD MARKETS AT A GLANCE Change during previous day's trading (%) S&P 500: MARKET DATA [Europe Region],neutral,0.0,0.0,1.0
2024-02-11,"Wall Street passes its latest milestone as S&P 500 closes week above 5,000",neutral,0.3588,0.0,0.6412
2024-02-11,"S&P 500 rockets from 4,000 to 5,000",neutral,0.0005,0.0022,0.9973
2024-02-12,"Why the S&P 500 Can Shrug Off a Hot Inflation Surprise, and 5 Other Things to Know Before Markets Open",neutral,0.0371,0.0918,0.8711
2024-02-12,Why the S&P 500's 'ridiculous' winning streak could soon sputter,positive,0.7726,0.1585,0.0689
2024-02-12,The S&P 500 Broke 5000. Where the Stock Market Goes Next.,neutral,0.0,0.0,1.0
2024-02-12,VF Corp. Stock Is the S&P 500's Top Performer Monday. Here's Why.,positive,1.0,0.0,0.0
2024-02-13,"Bitcoin Soars to $50,000. Can Crypto Follow the S&P 500 to Record Highs?",positive,0.9969,0.0015,0.0015
2024-02-13,"These 3 stocks could lead the charge for a 19% surge in the S&P 500 to 6,000 this year, according to a market research firm that counts Wall Street's top banks among its clients",positive,1.0,0.0,0.0
2024-02-13,"Tesla, Nvidia, and the Magnificent 7 Are Macro Risks Now. What It Means for the S&P 500.",negative,0.0,0.9817,0.0183
2024-02-13,Ecolab Is the S&P 500's Top Stock Tuesday. Here's Why.,positive,0.8722,0.0002,0.1277
2024-02-14,"Bitcoin Tears Higher, Bucking Inflation Data Pressure on the S&P 500",negative,0.0003,0.9985,0.0013
2024-02-14,A top 2% fund manager crushing the S&P 500 over the last 4 years despite owning none of the 'Magnificent 7' shares 7 stocks he's betting on - and breaks down the 4 guiding principles he uses to beat the market,positive,0.7327,0.0096,0.2577
2024-02-14,MGM Is the S&P 500's Worst Stock on Wednesday. Why the Casino's Shares Are Falling.,negative,0.0,0.9999,0.0
2024-02-14,"The S&P 500 would have to climb another 25% to reach dot-com-era 'irrational exuberance,' SocGen says",negative,0.0001,0.9995,0.0004
2024-02-15,"Technology Stocks Lead Market Recovery --- Nine of S&P 500's 11 sectors rise, Russell 2000 index of small- caps rebounds",positive,1.0,0.0,0.0
2024-02-15,Zebra Is the S&P 500's Top Stock. Its Customers Are Feeling Better.,positive,1.0,0.0,0.0
2024-02-15,S&P 500 companies are more obsessed than ever with AI,negative,0.0,0.7574,0.2426
2024-02-17,S&P 500's True Tech Weighting Tops 40%. Why the Index Is So Hard to Beat.,negative,0.0204,0.7882,0.1913
2024-02-18,A hedge-fund manager overseeing $120 million shares 4 recession-proof stocks he's betting on for 2024 - and warns the S&P 500 is priced for perfection,neutral,0.0001,0.0044,0.9956
2024-02-18,"The S&P 500 could rise as high as 5600, and these 8 ETFs are poised for big upside along the way: Bank of America",positive,1.0,0.0,0.0
2024-02-19,Bitcoin Is Rising. Presidents Day and S&P 500 Closure May Usher in More Gains.,positive,0.9997,0.0001,0.0002
2024-02-19,Goldman Ignores the Fed and Lifts Target for S&P 500 Stocks,neutral,0.0035,0.0021,0.9944
2024-02-19,S&P 500 shows strong momentum after record close,positive,1.0,0.0,0.0
2024-02-20,Goldman Sachs now sees the S&P 500 climbing another 4% this year on mega-cap earnings strength,positive,1.0,0.0,0.0
2024-02-20,"UBS says hot, demand-driven inflation is positive for stocks, raises its S&P 500 target to a Wall Street high",positive,1.0,0.0,0.0
2024-02-22,Bitcoin Rises as Crypto Traders Look to the S&P 500 and Nvidia,neutral,0.0105,0.0008,0.9887
2024-02-22,Etsy Stock Is S&P 500's Worst Performer Thursday. Why Analysts See Room for Hope.,negative,0.0001,0.9998,0.0
2024-02-23,"US stocks close mixed as tech rally cools after a brief S&P 500 surge past 5,100",neutral,0.0016,0.4873,0.5112
2024-02-28,An ETF that tracks the stock trades of Democrats in Congress has been beating the S&P 500 on the strength of Magnificent 7 tech bets,positive,0.9994,0.0004,0.0002
2024-02-28,Taser Maker Axon Is Top Stock in S&P 500 Today. Here's Why.,neutral,0.0365,0.0002,0.9633
2024-02-29,Hormel Foods Is the S&P 500's Top Stock. Shoppers Are Going Nuts for Planters.,neutral,0.0053,0.0001,0.9945
2024-03-01,"Super Micro, Deckers to Join S&P 500 Index, Replacing Whirlpool, Zions Bancorp",neutral,0.0,0.0008,0.9992
2024-03-01,"Nasdaq Notches a Record Close --- Dow, S&P 500 turn in their best first two months of a year since 2019",positive,1.0,0.0,0.0
2024-03-03,S&P 500 posts 15th record this year,positive,1.0,0.0,0.0
2024-03-04,"The S&P 500 is at an all-time high, but you should stay invested",neutral,0.4332,0.0015,0.5653
2024-03-04,"Bank of America says the S&P 500 rally has 5% further to run this year, but sees a near-term pullback first",positive,0.9873,0.0008,0.0118
2024-03-04,Super Micro Stock and Deckers Surge. They're Joining the S&P 500 Index.,neutral,0.0009,0.0,0.9991
2024-03-04,Why BofA Sees the S&P 500 Climbing to 5400,positive,0.9385,0.0001,0.0614
2024-03-06,Tesla Is No Longer One of the Top 10 Most Valuable S&P 500 Companies,neutral,0.0001,0.0003,0.9996
2024-03-06,"S&P 500 might crash 60%, a recession is looming, and speculation is rife, warns elite technical analyst Milton Berg",negative,0.0,0.8438,0.1562
2024-03-06,"Big Tech Stocks Pull Down Nasdaq, S&P 500",negative,0.0001,0.8777,0.1222
2024-03-08,Will the Stock Market Keep Going Up? What to Know as the S&P 500 Hits New Highs. Hope for interest-rate cuts has been replaced by stronger economic growth as fuel for stocks.,positive,1.0,0.0,0.0
2024-03-08,Tech Shares Push S&P 500 to a Record --- Major indexes rise for second day in a row ahead of monthly jobs report,positive,1.0,0.0,0.0
2024-03-12,"Morgan Stanley's CIO sticks by his forecast for a 13% S&P 500 sell-off, says FOMO-driven investors make records unsustainable",neutral,0.0205,0.3794,0.6002
2024-03-13,Stocks Rally Despite Hot Report on Consumer Prices --- S&P 500 sets record close above 5175 as tech shares lead broad march higher,positive,1.0,0.0,0.0
2024-03-14,Tesla and Boeing Are the Worst Stocks in the S&P 500 This Year. They're Paying for Decisions Made Years Ago.,negative,0.0054,0.9735,0.0211
2024-03-14,"Chip-Stock Selloff Hits S&P 500 --- Four of 11 industry sectors finish in red, with information technology off 1.1%",negative,0.002,0.9968,0.0012
2024-03-15,"S&P 500 is 'bizarrely overvalued' and could crash 49% as recession sets in, elite strategist says",negative,0.0023,0.7455,0.2523
2024-03-18,"Tesla is the biggest S&P 500 loser this year, down even more than Boeing",negative,0.0,1.0,0.0
2024-03-18,"Super Micro Computer Stock Joins the S&P 500, and Other Technology News Today",neutral,0.0,0.0,1.0
2024-03-18,"Delta Air Lines, Ford, GM, and Walgreens Are the Cheapest Stocks in the S&P 500",positive,0.9791,0.0001,0.0208
2024-03-18,"Newest S&P 500 Entrant Makes AI Splash --- Shares of server maker Super Micro skyrocket, topping even those of Nvidia",positive,0.9999,0.0,0.0
2024-03-19,International Paper Is the S&P 500's Top Stock on Tuesday. Here's Why.,neutral,0.0114,0.0001,0.9885
2024-03-21,"The S&P 500 will rally another 5% this year as profit growth thrives, new biggest Wall Street bull SocGen says",positive,1.0,0.0,0.0
2024-03-21,67% of companies in the S&P 500 may be inaccurately valued; reveals Interbrands report,neutral,0.0,0.3486,0.6514
2024-03-25,"A 34% gain in the S&P 500 by the end of 2026 is possible with stocks in the middle innings of a long-term bull market, BofA technical strategist says",positive,0.9909,0.0001,0.009
2024-03-27,These GE and 3M Spinoffs Are Set to Join the S&P 500,neutral,0.0,0.0,1.0
2024-03-27,Cintas Is the Best Performer in the S&P 500 Wednesday. It's Raising Guidance After an Earnings Beat.,positive,1.0,0.0,0.0
2024-03-28,S&P 500's Top Stock This Year Rode the AI Boom. This EV Maker Had a Rough First Quarter.,positive,0.9758,0.001,0.0232
2024-03-28,"Don't Worry About S&P 500 at Record Highs, Says UBS. What History Says Is Next.",neutral,0.0,0.0001,0.9999
2024-03-28,Estée Lauder Is S&P 500's Top Performer. It's a 'Cinderella Story.',positive,1.0,0.0,0.0
2024-03-28,"Indian stock market: 10 key things that changed for market overnight - Gift Nifty, S&P 500's record close to oil prices",neutral,0.0066,0.0004,0.993
2024-03-28,These GE and 3M Spinoffs Are Set to Join the S&P 500,neutral,0.0,0.0,1.0
2024-03-29,S&P 500 Clinches Best Start To Year Since 2019,positive,1.0,0.0,0.0
2024-03-29,"Apple Stock 'Warning Signal,' Mag 7 Threat to S&P 500 Rally. And Other Tech News Today.",neutral,0.0016,0.181,0.8174
2024-03-29,Gold Prices Hit a Record. An 'Overvalued' S&P 500 Could Mean More Gains Are Coming.,positive,1.0,0.0,0.0
2024-03-29,S&P 500 Climbs to Record As Strong First Quarter Ends --- Index notches its best start to year since 2019 and its 22nd high of 2024,positive,1.0,0.0,0.0
2024-03-30,A 32-year market vet warns the S&P 500 is set to fall 50%-70% in the years ahead with valuations at historic highs - and says that an imminently weakening labor market will be the catalyst for the crash,positive,0.8792,0.1201,0.0007
2024-04-01,Gold Hits an All-Time High. It's Beating the S&P 500.,positive,1.0,0.0,0.0
2024-04-01,Why Micron Is the Top Stock in S&P 500 Today,positive,0.6567,0.0011,0.3422
2024-04-02,Bitcoin Follows the S&P 500 Lower. Watch This Price Level for More Losses.,negative,0.0006,0.9914,0.008
2024-04-03,Ulta Stock Is Worst Performer in S&P 500 on Wednesday. Why Beauty Companies Are Taking a Hit.,negative,0.0,0.9999,0.0
2024-04-04,"A peak in bitcoin would pressure big tech stocks and drag the S&P 500 lower over the next 6 months, Wall Street strategist says",negative,0.0001,0.9994,0.0005
2024-04-04,The CEO of a weight-loss ETF that's crushing the S&P 500 since launching in November shares 4 stocks he sees with over 100% upside in the next 12 months,positive,1.0,0.0,0.0
2024-04-04,S&P 500 Snaps Two-Day Losing Streak --- Powell says strong economy hasn't changed Fed's plan for interest-rate cuts,positive,1.0,0.0,0.0
2024-04-05,Spread the Wealth: Stock Funds That Go Beyond the S&P 500; Don't put all your cards in the Magnificent Seven. These stock funds offer investors true diversificationand that will pay off in more growth opportunities and better protection.,positive,1.0,0.0,0.0
2024-04-05,"The S&P 500 will soar another 26% by the end of next year as the Fed cuts rates more than expected, research firm says",positive,0.975,0.0003,0.0247
2024-04-06,EV slowdown takes toll on Tesla as investors park their cash elsewhere: Sector pioneer is second-worst S&amp;P 500 performer this year amid powerful advance of China rivals,positive,0.9981,0.0019,0.0
2024-04-08,Earnings Season to Test Stocks --- S&P 500 companies expected to report third straight quarter of growth,positive,1.0,0.0,0.0
2024-04-08,Don't Put All Your Eggs in the Mag 7 Stocks. These Funds Beat the S&P 500. These stock funds offer investors true diversificationand that will pay off in more growth opportunities and better protection.,positive,1.0,0.0,0.0
2024-04-09,There are opportunities outside the 'Magnificent 7' stocks in S&P 500: Savita Subramanian [Market-Expert-View],positive,1.0,0.0,0.0
2024-04-10,"Wall Street has a new biggest stock bull, who says tech can push the S&P 500 another 7% higher this year even if the economy flags",positive,1.0,0.0,0.0
2024-04-15,M&T Bank Had a Tough Quarter. Why the Stock Is Leading the S&P 500 Today.,negative,0.0013,0.9986,0.0001
2024-04-16,"Brace for the S&P 500 to crash 30% before an even bigger collapse after the election, markets guru David Brady warns",negative,0.0004,0.6132,0.3865
2024-04-17,"'Volatility could explode': The S&P 500 is ripe for a correction as tensions in the Middle East flare and inflation sticks, experts warn. Here's what to do with your money.",neutral,0.0002,0.1011,0.8987
2024-04-18,Las Vegas Sands Is Worst Performer in S&P 500 After Earnings Beat. Here's Why.,negative,0.0,1.0,0.0
2024-04-19,The S&P 500 Can't Catch a Bid. Why the Index Can Keep Falling.,neutral,0.1164,0.1432,0.7404
2024-04-19,Generac Is the Top S&P 500 Stock Lately. Why That Points to a Challenge for the CEO.,negative,0.0,1.0,0.0
2024-04-22,"The S&P 500 is defying the equity bears, despite doomsayers: Market Minds",negative,0.004,0.9902,0.0058
2024-04-23,MSCI and LKQ Are the S&P 500's Leading Decliners Tuesday. Here's Why.,neutral,0.0005,0.0855,0.9139
2024-04-24,"Teledyne Stock Is S&P 500's Worst Performer After Weak Earnings, Grim Guidance",negative,0.0,1.0,0.0
2024-04-24,"S&P 500 is at risk of crashing 44% - and selling early could pay off, says elite forecaster",negative,0.0,0.9986,0.0014
2024-04-25,"Why the S&P 500 is poised to gain 3% over the next 20 days, says JPMorgan's trading desk",positive,1.0,0.0,0.0
2024-04-25,S&P 500[...]: MARKET DATA [ASIA REGION],neutral,0.0,0.0,1.0
2024-04-27,A 32-year market vet warns underlying weakness in the labor market is on the verge of showing up in monthly jobs data - and shares an ominous chart showing why the S&P 500 could be set to fall more than 50%,negative,0.0,0.9999,0.0001
2024-04-29,What Happens to the S&P 500 if the 10-Year Yield Cracks 5%,neutral,0.0,0.0035,0.9964
2024-04-30,GE Aerospace Is the S&P 500's Top-Performing Stock in April. Globe Life Is the Worst.,negative,0.0001,0.9999,0.0
2024-05-01,Bio-Techne Is the Best Performing Stock in the S&P 500 Wednesday. Here's Why.,positive,1.0,0.0,0.0
2024-05-01,The S&P 500 Now Has a Chip Stock Problem. Here's Where the Index Is Headed.,negative,0.0,0.9994,0.0006
2024-05-02,"How This Hedge Fund Beats the S&P 500 With 20 or So Quality Stocks; Dev Kantesaria of Valley Forge Capital Management seeks companies with pricing power and operating leverage. Why Fair Isaac, ASML also fit the bill.",positive,0.9998,0.0,0.0002
2024-05-02,Trucking Stock Leads S&P 500 After Blowout Earnings,positive,0.9952,0.0002,0.0046
2024-05-02,S&P 500 Slips After Fed Meeting --- No major surprises from central bank as indexes show measured moves,negative,0.0002,0.9966,0.0032
2024-05-03,Make No Mistakethe Fed Isn't the Market's Friend. The S&P 500 Will Lose Steam.,negative,0.0,1.0,0.0
2024-05-03,"Vistra to Join S&P 500 Index, Replacing Pioneer Natural Resources",neutral,0.0,0.0007,0.9993
2024-05-07,Builders FirstSource Is Worst S&P 500 Stock Tuesday. Here's Why.,negative,0.002,0.8684,0.1297
2024-05-08,"Nvidia, Tesla, Microsoft Losses Didn't Stop the S&P 500's Winning Streak. Why That's a Big Deal and 5 Other Things to Know Today.",positive,0.7977,0.0065,0.1958
2024-05-09,Why the Dow Keeps Outperforming the S&P 500 This Month,positive,1.0,0.0,0.0
2024-05-10,"Gen Digital Is S&P 500's Top Performer After Buyback News, Earnings",positive,1.0,0.0,0.0
2024-05-10,S&P 500 within 1% of its record,positive,0.7131,0.0005,0.2864
2024-05-13,S&P 500 breaks downwards trendline,neutral,0.0008,0.0946,0.9046
2024-05-13,The S&P 500 Is Flying High. Why One Strategist Says It Can't Last.,neutral,0.0459,0.2052,0.7488
2024-05-14,"4 reasons why the S&P 500 has another 5% upside this year, UBS says",positive,1.0,0.0,0.0
2024-05-15,A stock trader who consistently beats the S&P 500 and returned 118% in his best year shares how he's investing his money in 2024 - and what ETF he would add to his portfolio if he was a 'set and forget' investor,positive,1.0,0.0,0.0
2024-05-15,"Nasdaq Hits Record, S&P 500 Closes In --- A surprisingly strong report on consumer prices could damp rally",positive,0.9976,0.0024,0.0
2024-05-16,Emerging Market Stocks Are Breaking Out. They Could Beat the S&P 500 From Here.,positive,1.0,0.0,0.0
2024-05-16,Bitcoin Gains as Inflation Cheer Sends S&P 500 to Record Highs. Technical Signs Flash Green.,positive,1.0,0.0,0.0
2024-05-17,The Stock Market Celebrated Inflation Too Soon. Why an Exhausted S&P 500 Is Set to Drop.,negative,0.0006,0.9933,0.006
2024-05-20,"A top Wall Street bear has turned bullish on stocks, boosting his S&P 500 price target by 20%",positive,1.0,0.0,0.0
2024-05-20,Norwegian Cruise Line Is S&P 500's Top Performer. It Lifted Guidance Twice This Month.,positive,1.0,0.0,0.0
2024-05-21,Keysight Technologies Is the S&P 500's Worst Performer. It Isn't Because of Earnings.,negative,0.0,1.0,0.0
2024-05-22,"S&P 500, Nasdaq Reach Records, Fueling May Rally",positive,0.9983,0.0,0.0017
2024-05-24,TurboTax's Intuit Is the S&P 500's Worst Performer Friday. Analysts Still Like the Stock.,negative,0.0001,0.9999,0.0
2024-05-24,"Workday Is the Worst Performer in the S&P 500. Guidance Was So Downbeat, Even Salesforce Stock Is Dropping.",negative,0.0,1.0,0.0
2024-05-25,A hedge fund manager beating the S&P 500 through April warns stocks could 'easily' drop 20-30% as inflation and interest rates stay elevated - and shares 5 economically resilient picks he's betting on,negative,0.0002,0.9998,0.0
2024-05-28,"The S&P 500 will climb another 6% by year-end as recession risk subsides, UBS says",positive,0.9998,0.0,0.0002
2024-05-29,"The S&P 500 could plunge as much as 70% this cycle as markets hit a 'motherlode' of FOMO extremes, famed fund manager says",negative,0.0,0.9998,0.0002
2024-05-30,Bulls Are Banking on S&P 500 Earnings Growth. There's a Problem.,negative,0.0,1.0,0.0
2024-05-30,Rising Bond Yields Weigh On Stocks --- All 11 sectors of S&P 500 close lower; Treasury auction sees weak demand,negative,0.0,1.0,0.0
2024-05-31,First Solar Is S&P 500's Best Performer in May. A Tech Stock Did the Worst.,positive,1.0,0.0,0.0
2024-06-01,A 32-year market vet shares 2 charts showing stocks could be entering a major market peak - and warns a coming recession will send the S&P 500 plummeting more than 60%,negative,0.0,0.9998,0.0001
2024-06-03,S&P 500 losing steam going into June,negative,0.0,1.0,0.0
2024-06-03,S&P 500 Valuations Are Nuts. Why People Are Still Buying.,neutral,0.0001,0.0006,0.9993
2024-06-03,"The S&P 500 could climb 23% next year if Treasury yields fall and AI momentum stays strong, research firm says",positive,1.0,0.0,0.0
2024-06-04,"Brace for a 10% slide in the S&P 500 as stagflation makes the Fed unlikely to cut rates, Stifel says",negative,0.0001,0.9592,0.0408
2024-06-05,"The $3 Trillion Club Microsoft, Apple, and NvidiaMake Up 20% of the S&P 500",neutral,0.0,0.0,1.0
2024-06-06,"Microsoft, Apple, and Nvidia Dominate the S&P 500 Like No Trio Ever Has",neutral,0.0045,0.0,0.9954
2024-06-08,GoDaddy and CrowdStrike Will Join the S&P 500 Later This Month,neutral,0.0,0.0,1.0
2024-06-08,Retail traders push India stock option volumes above S&P 500: Derivatives. Froth fears Small investors join stampede after south Asian country's equities index hits record high,negative,0.0114,0.9863,0.0023
2024-06-10,"KKR, CrowdStrike Stocks Pop. Why Joining the S&P 500 Is Better Than the Dow.",positive,0.9962,0.0,0.0038
2024-06-10,Dell and 4 More Stocks That Could Be Added to the S&P 500 Next,neutral,0.0028,0.0,0.9972
2024-06-11,This basket of highly profitable healthcare stocks compiled by Piper Sandler has crushed the S&P 500 by 22% over the last year. Here are the 7 stocks on the list.,neutral,0.0002,0.0015,0.9983
2024-06-11,ChatGPT Rescued the S&P 500. The Next Hero Is Standing By.,neutral,0.0,0.0004,0.9996
2024-06-12,'Black Swan' investor sees the S&P 500 jumping another 12% - followed by the worst crash since 1929,negative,0.1085,0.8901,0.0014
2024-06-12,"AI Investments Boost Technology Stocks --- S&P 500, Nasdaq extend highs, led by record-breaking day for shares of Apple",positive,1.0,0.0,0.0
2024-06-12,Apple Stock Had Historic Tuesday. S&P 500 Would Have Dropped Without Its Gain.,negative,0.001,0.9723,0.0267
2024-06-14,"Tech Sector Powers S&P 500, Nasdaq To Record Levels",positive,0.9997,0.0,0.0002
2024-06-14,Warren Buffett's Apple stake is worth $169 billion - more than the value of many S&P 500 companies,neutral,0.0,0.0,1.0
2024-06-14,Carnival and Norwegian Stocks Are Sinking the S&P 500. Pricing May Be an Issue.,negative,0.0,0.9728,0.0271
